cow_lactation_id,cow_id,herd_id,parity_prior_lactation,n_scc_records_previous_lactation,dry_off_scc_missing,dry_off_clinical_mastitis_within_7d,dry_off_imi_status_paper_rule,calving_interval_days,lactation_length_days,month_of_dry_off,month_of_calving,first_scc_prev_lactation_cells_ml,median_scc_prev_lactation_cells_ml,mean_scc_prev_lactation_cells_ml,min_scc_prev_lactation_cells_ml,max_scc_prev_lactation_cells_ml,mean_first3_scc_prev_lactation_cells_ml,mean_last3_scc_prev_lactation_cells_ml,ratio_last3_to_first3_scc,last_scc_prev_lactation_cells_ml,consecutive_3_scc_gt_200k_prev_lactation,pct_scc_lt_50k_prev_lactation,pct_scc_gt_100k_prev_lactation,pct_scc_gt_200k_prev_lactation,pct_scc_gt_400k_prev_lactation,pct_scc_gt_1000k_prev_lactation,peak_yield_prev_lactation_kg,yield_at_last_recording_kg,herd_new_dry_period_imi_6mo_rate,herd_new_dry_period_imi_year_rate,herd_mean_scc_k_cells_ml,herd_predicted_305d_yield_l,post_calving_sample_day,post_calving_scc_cells_ml,post_calving_scc_threshold_used_cells_ml,clinical_mastitis_within_30d_post_calving,raised_scc_post_calving_paper_rule,normal_scc_post_calving_paper_rule
CL-00111,COW-00056,HERD-021,3,12,0,0,0,397,269,6,8,40766,63360,100104,40766,410508,54382,90783,1.669,87234,0,25,25,8.3,8.3,0,35.09,18.29,0.133,0.137,199.8,8217,18,34029,200000,0,0,1
CL-00112,COW-00056,HERD-067,5,9,0,0,0,506,316,3,5,116370,79753,83547,26204,157295,69473,110674,1.593,157295,0,11.1,22.2,0,0,0,30.08,19.04,0.142,0.139,204.7,5000,8,56445,200000,0,0,1
CL-00113,COW-00057,HERD-053,1,8,0,0,0,320,329,7,9,124809,127144,191582,76594,497022,232808,144134,0.619,87806,0,0,75,37.5,12.5,0,43.04,34.3,0.218,0.197,263.2,5347,17,21863,200000,0,0,1
CL-00114,COW-00057,HERD-005,2,12,0,0,0,434,330,12,3,79385,75448,113991,25042,385015,69719,47711,0.684,35496,0,25,33.3,16.7,0,0,51.44,40.9,0.147,0.138,189.6,11475,9,27432,200000,0,0,1
CL-00115,COW-00058,HERD-052,2,8,0,0,0,446,321,7,9,29561,101971,100876,29561,193493,112583,79585,0.707,37154,0,25,50,0,0,0,39.5,30.05,0.152,0.145,237.8,8897,16,50183,200000,0,0,1
CL-00116,COW-00058,HERD-050,4,11,0,0,0,463,307,9,12,36053,69286,83198,35303,205372,50334,101782,2.022,120059,0,27.3,36.4,9.1,0,0,42.3,32.59,0.181,0.173,88.8,8329,12,26687,200000,0,0,1
CL-00117,COW-00059,HERD-056,3,10,0,0,0,482,346,5,7,93104,30210,42412,20326,93104,56496,24477,0.433,30252,0,70,0,0,0,0,42.84,30.25,0.147,0.148,231.1,10045,9,84222,200000,0,0,1
CL-00118,COW-00059,HERD-059,4,9,0,0,1,493,285,7,10,205745,181574,185120,119150,270325,162366,183337,1.129,212085,0,0,100,44.4,0,0,32.07,21.73,0.14,0.124,180.1,5461,1,304839,400000,0,0,1
CL-00119,COW-00060,HERD-046,2,11,0,0,0,425,297,3,5,48782,54311,69693,29990,159054,43230,70324,1.627,89649,0,45.5,18.2,0,0,0,36.56,18.26,0.184,0.19,280.4,11653,13,321723,200000,0,1,0
CL-00120,COW-00060,HERD-009,4,10,0,0,1,498,324,10,12,242157,262467,317631,199811,645319,233195,401479,1.722,335216,1,0,100,90,20,0,42.98,36.45,0.097,0.135,163.1,9631,13,27713,200000,0,0,1
CL-00121,COW-00061,HERD-075,3,10,0,0,0,429,321,4,7,107017,95831,108443,45684,178838,106451,125973,1.183,79727,0,10,50,0,0,0,49.2,32.03,0.189,0.162,225.7,9937,8,33568,200000,0,0,1
CL-00122,COW-00061,HERD-039,4,10,0,0,1,416,351,9,12,228572,109716,123288,42424,228572,145400,147921,1.017,225029,0,10,60,20,0,0,41.11,22.56,0.178,0.194,310.9,10052,5,43844,200000,0,0,1
CL-00123,COW-00062,HERD-038,1,8,0,0,1,397,338,9,11,260679,305576,406390,173618,1173780,363266,572307,1.575,1173780,1,0,100,87.5,25,12.5,33.51,24.78,0.182,0.143,293.6,11705,14,43066,200000,0,0,1
CL-00124,COW-00062,HERD-027,1,14,0,0,0,394,266,9,12,315520,228126,216735,94992,340086,216342,236700,1.094,199108,1,0,92.9,64.3,0,0,27.84,23.13,0.155,0.136,236,6670,14,366577,200000,0,1,0
CL-00125,COW-00063,HERD-082,3,11,0,0,0,384,321,4,7,84521,89154,97485,50947,203347,65429,114899,1.756,99086,0,0,27.3,9.1,0,0,36.36,21.83,0.127,0.128,254,7962,19,68473,200000,0,0,1
CL-00126,COW-00063,HERD-051,4,7,0,0,0,429,292,7,10,57640,114656,137449,57640,212545,113548,169665,1.494,181795,0,0,85.7,14.3,0,0,37.96,29.68,0.112,0.117,238.8,6737,16,37897,200000,0,0,1
CL-00127,COW-00064,HERD-064,3,9,0,0,1,471,323,12,3,124878,242399,463529,53888,1545858,262238,444735,1.696,1075667,1,0,88.9,66.7,33.3,22.2,52.04,41.03,0.13,0.136,80,6610,20,1743399,200000,0,1,0
CL-00128,COW-00064,HERD-047,3,9,1,0,0,403,298,9,11,22122,22122,31153,20143,73758,39259,27327,0.696,,0,88.9,0,0,0,0,47.53,36.41,0.188,0.192,300.5,6443,20,13062,200000,0,0,1
CL-00129,COW-00065,HERD-058,2,11,0,0,1,372,347,10,1,260335,260335,383424,95968,1139284,180428,513645,2.847,391652,1,0,90.9,72.7,36.4,9.1,40.94,23.74,0.082,0.107,186.9,8607,1,110713,400000,0,0,1
CL-00130,COW-00065,HERD-047,5,11,0,0,0,419,317,1,3,126372,195083,248479,92756,462865,185831,217350,1.17,92756,1,0,90.9,45.5,27.3,0,43.43,28.1,0.188,0.192,300.5,6443,16,42041,200000,0,0,1
CL-00131,COW-00066,HERD-006,1,11,0,0,0,422,374,12,2,17884,20581,22105,10449,38600,16442,21196,1.289,27967,0,100,0,0,0,0,39.45,25.01,0.113,0.137,191.6,10021,25,43745,200000,0,0,1
CL-00132,COW-00066,HERD-060,2,8,0,0,0,331,339,4,6,30244,83085,87152,30244,203323,35993,140115,3.893,129034,0,37.5,25,12.5,0,0,37.98,26.25,0.16,0.169,222.6,10364,28,132696,200000,0,0,1
CL-00133,COW-00067,HERD-004,2,9,0,0,1,481,263,5,8,38117,214374,194412,38117,341583,138073,244053,1.768,294015,1,11.1,66.7,55.6,0,0,44.73,37.39,0.144,0.13,327.3,9167,19,83132,200000,0,0,1
CL-00134,COW-00067,HERD-006,2,9,0,0,0,367,273,9,12,115590,64527,124887,45242,482528,220882,86567,0.392,157655,0,22.2,44.4,11.1,11.1,0,40.15,25.28,0.113,0.137,191.6,10021,16,119412,200000,0,0,1
CL-00135,COW-00068,HERD-066,2,9,0,0,0,396,289,1,4,25466,25466,47103,11336,122166,20106,72469,3.604,122166,0,66.7,11.1,0,0,0,33.48,22.29,0.092,0.142,272.4,10891,14,32635,200000,0,0,1
CL-00136,COW-00068,HERD-084,2,10,0,0,0,372,315,11,1,19241,40652,45776,18166,86999,30934,70603,2.282,57107,0,60,0,0,0,0,48.16,38.06,0.091,0.099,272,9088,12,74385,200000,0,0,1
CL-00137,COW-00069,HERD-044,3,12,0,0,1,371,245,8,10,59274,126619,200578,59274,948751,79004,406154,5.141,948751,0,0,66.7,16.7,8.3,0,40.13,21.31,0.087,0.113,162.6,10449,13,75587,200000,0,0,1
CL-00138,COW-00069,HERD-024,1,8,0,0,0,434,259,4,6,12463,36856,38856,12463,73524,47037,35931,0.764,27823,0,75,0,0,0,0,36.33,21.35,0.253,0.237,162.9,11120,2,116462,400000,0,0,1
CL-00139,COW-00070,HERD-084,1,7,0,0,0,349,315,5,8,58101,58101,71146,19326,142217,58314,95924,1.645,105343,0,42.9,28.6,0,0,0,34.81,24.79,0.091,0.099,272,9088,4,165368,400000,0,0,1
CL-00140,COW-00070,HERD-045,2,8,0,0,0,367,295,3,6,27024,30129,43995,18493,88810,25725,36648,1.425,22460,0,62.5,0,0,0,0,34.25,20.78,0.215,0.203,243.4,11936,24,18887,200000,0,0,1
CL-00141,COW-00071,HERD-007,5,7,0,0,0,421,378,10,12,69229,71331,88187,52741,166858,65869,122321,1.857,166858,0,0,28.6,0,0,0,44.15,31.22,0.089,0.107,226.2,10392,8,38132,200000,0,0,1
CL-00142,COW-00071,HERD-043,2,8,0,0,0,393,280,10,1,43807,79577,138792,43807,471119,78586,113353,1.442,80238,0,12.5,37.5,12.5,12.5,0,31.56,25.15,0.209,0.192,357,9647,21,75369,200000,0,0,1
CL-00143,COW-00072,HERD-048,5,13,0,0,1,518,303,12,2,165788,598888,636260,165788,1984606,481520,619292,1.286,437087,1,0,100,92.3,69.2,15.4,43.11,29.27,0.128,0.134,168.3,9762,13,257427,200000,0,1,0
CL-00144,COW-00072,HERD-047,2,7,0,0,0,414,238,11,1,30540,37431,38827,22837,55161,37446,40673,1.086,55161,0,71.4,0,0,0,0,35.7,26.54,0.188,0.192,300.5,6443,13,67006,200000,0,0,1
CL-00145,COW-00073,HERD-029,2,9,0,0,0,434,342,6,8,56961,52366,61394,23660,150936,93612,41334,0.442,23660,0,33.3,11.1,0,0,0,40.02,25.79,0.112,0.124,216.7,11066,10,71344,200000,0,0,1
CL-00146,COW-00073,HERD-059,1,7,0,0,0,413,298,11,2,151374,35870,47521,15403,151374,67804,37945,0.56,22116,0,71.4,14.3,0,0,0,39.33,28.81,0.14,0.124,180.1,5461,20,60684,200000,0,0,1
CL-00147,COW-00074,HERD-080,4,12,0,0,1,469,329,1,4,219122,199492,556806,106074,3764515,172069,419696,2.439,836114,0,0,100,50,25,8.3,46.32,36.07,0.168,0.167,327.3,5493,17,79975,200000,0,0,1
CL-00148,COW-00074,HERD-005,1,10,0,0,0,464,320,7,9,23403,67490,75833,23403,189772,58591,65532,1.118,64968,0,20,10,0,0,0,36.54,23.04,0.147,0.138,189.6,11475,12,69402,200000,0,0,1
CL-00149,COW-00075,HERD-071,2,11,0,0,0,338,330,2,4,28941,52265,60255,12322,106133,31176,98376,3.156,84839,0,45.5,18.2,0,0,0,44.26,31.57,0.23,0.221,174.4,10029,15,57671,200000,0,0,1
CL-00150,COW-00075,HERD-026,3,7,0,0,0,380,326,5,8,179601,176057,185289,71187,397151,143095,248819,1.739,173248,0,0,85.7,14.3,0,0,45.49,35.11,0.143,0.134,164.8,7741,12,219482,200000,0,1,0
CL-00151,COW-00076,HERD-083,4,12,0,0,1,439,378,8,11,372679,363500,352424,133146,613788,486826,348102,0.715,547631,1,0,100,83.3,41.7,0,49.33,39.29,0.132,0.149,187.4,9469,13,114813,200000,0,0,1
CL-00152,COW-00076,HERD-029,3,10,0,0,0,381,373,7,9,50701,51743,59782,39768,101162,60082,64205,1.069,101162,0,30,10,0,0,0,44.38,28.65,0.112,0.124,216.7,11066,14,26679,200000,0,0,1
CL-00153,COW-00077,HERD-003,1,9,1,0,0,419,285,12,3,35270,81349,92989,34822,225295,76043,70204,0.923,,0,33.3,33.3,11.1,0,0,37.9,23.96,0.209,0.207,189.6,9591,28,53083,200000,0,0,1
CL-00154,COW-00077,HERD-058,3,12,0,0,0,404,309,9,11,45471,34688,33168,17936,54364,35199,29899,0.849,18008,0,91.7,0,0,0,0,45.33,33.1,0.082,0.107,186.9,8607,9,50629,200000,0,0,1
CL-00155,COW-00078,HERD-026,4,9,0,0,0,370,322,3,6,170300,202648,237149,90282,486539,214490,297617,1.388,90282,1,0,88.9,55.6,11.1,0,48.77,38.65,0.143,0.134,164.8,7741,15,284749,200000,0,1,0
CL-00156,COW-00078,HERD-018,3,7,0,0,0,359,337,11,2,36576,55239,60528,36576,104321,71966,50854,0.707,38148,0,42.9,14.3,0,0,0,48.48,37.72,0.137,0.16,176.4,12385,1,250001,400000,0,0,1
CL-00157,COW-00079,HERD-032,3,10,0,0,1,407,360,4,6,355254,354789,424984,173834,828695,341834,405635,1.187,402559,1,0,100,90,40,0,36.89,19.54,0.174,0.18,187.1,9895,1,360577,400000,1,1,0
CL-00158,COW-00079,HERD-071,3,10,0,0,1,424,339,12,2,417983,467827,450316,224645,704185,405937,460662,1.135,453155,1,0,100,100,70,0,44.96,29.51,0.23,0.221,174.4,10029,7,285563,200000,0,1,0
CL-00159,COW-00080,HERD-036,1,9,0,0,0,375,318,11,2,118269,114645,106655,55736,188104,99638,126847,1.273,188104,0,0,55.6,0,0,0,36.02,19.29,0.176,0.169,188.5,9939,14,92265,200000,0,0,1
CL-00160,COW-00080,HERD-042,1,10,0,0,0,370,262,3,5,36973,53680,67722,24511,170696,48600,119202,2.453,170696,0,50,20,0,0,0,37.44,20.61,0.176,0.156,243.8,9700,8,48100,200000,0,0,1
CL-00161,COW-00081,HERD-055,1,9,0,0,1,430,266,1,3,29072,44337,77271,21549,246835,64222,115811,1.803,246835,0,55.6,22.2,11.1,0,0,30.1,12.99,0.108,0.093,168,11374,8,238068,200000,0,1,0
CL-00162,COW-00081,HERD-038,1,9,0,0,0,413,355,7,10,71505,62649,67525,28789,152202,84165,59056,0.702,49913,0,44.4,11.1,0,0,0,34.48,21.84,0.182,0.143,293.6,11705,19,23637,200000,0,0,1
CL-00163,COW-00082,HERD-028,1,7,0,0,0,401,298,7,10,69367,64428,64961,25044,133405,57742,85486,1.48,58626,0,28.6,14.3,0,0,0,33.78,18.99,0.157,0.158,244.9,9576,4,153721,400000,0,0,1
CL-00164,COW-00082,HERD-001,5,7,0,0,1,486,352,2,5,96918,182623,255491,95978,779113,335932,159818,0.476,200854,0,0,71.4,42.9,14.3,0,50.39,42,0.125,0.113,238,7936,13,1346041,200000,0,1,0
CL-00165,COW-00083,HERD-076,4,10,0,0,1,498,344,7,9,357351,356069,358697,151843,630132,331876,398048,1.199,630132,1,0,100,80,30,0,35.14,18.19,0.222,0.182,179.2,8798,8,1349491,200000,1,1,0
CL-00166,COW-00083,HERD-062,2,8,0,0,0,362,287,6,9,8899,20552,26728,6263,55263,23475,24710,1.053,13449,0,87.5,0,0,0,0,50.32,39.25,0.221,0.198,312.5,12850,18,122806,200000,0,0,1
CL-00167,COW-00084,HERD-081,2,10,0,0,0,390,370,5,8,116256,149899,177907,98220,415895,134669,188716,1.401,132964,1,0,90,30,10,0,41.38,20.35,0.176,0.17,194.7,9342,22,107593,200000,0,0,1
CL-00168,COW-00084,HERD-002,5,8,0,0,0,476,361,11,2,12247,29182,29977,12247,49635,31889,25973,0.814,38677,0,100,0,0,0,0,42.31,35.7,0.055,0.105,133.7,10327,13,47048,200000,0,0,1
CL-00169,COW-00085,HERD-004,4,8,0,0,0,373,306,3,6,108557,76451,77443,30785,123827,61229,65764,1.074,123827,0,50,50,0,0,0,40.32,29.38,0.144,0.13,327.3,9167,14,244924,200000,0,1,0
CL-00170,COW-00085,HERD-029,2,8,0,0,0,366,359,9,11,99351,136761,176777,89043,323285,186451,111803,0.6,109563,0,0,75,37.5,0,0,52.05,37.33,0.112,0.124,216.7,11066,21,56072,200000,0,0,1
CL-00171,COW-00086,HERD-022,3,7,0,0,0,413,326,3,6,257815,257030,432636,91408,1803252,192177,216223,1.125,91408,1,0,71.4,71.4,14.3,14.3,40.97,26.1,0.167,0.142,316.9,10302,1,62813,400000,0,0,1
CL-00172,COW-00086,HERD-069,4,9,0,0,1,376,313,9,12,266469,608780,852974,266469,2108308,519403,1198732,2.308,2108308,1,0,100,100,88.9,22.2,37.94,19.43,0.169,0.193,185.3,7911,8,583085,200000,0,1,0
CL-00173,COW-00087,HERD-068,1,13,0,0,1,376,365,11,1,92192,125058,171025,58509,510777,97514,302491,3.102,338187,0,0,53.8,30.8,7.7,0,36.13,30.84,0.211,0.193,140.3,10726,7,373278,200000,0,1,0
CL-00174,COW-00087,HERD-018,1,11,0,0,0,344,362,7,9,58485,63381,85946,29053,244380,54180,71888,1.327,38205,0,27.3,27.3,9.1,0,0,31.19,17.33,0.137,0.16,176.4,12385,4,253228,400000,0,0,1
CL-00175,COW-00088,HERD-020,1,8,0,0,1,417,265,10,1,941453,71441,251394,54079,941453,360225,264692,0.735,676232,0,0,25,25,25,0,31.99,21.44,0.094,0.126,181.6,7702,16,88628,200000,0,0,1
CL-00176,COW-00088,HERD-080,3,10,0,0,0,391,324,2,5,156900,154972,244937,106785,879233,189490,148884,0.786,106785,0,0,100,30,10,0,49.69,32.8,0.168,0.167,327.3,5493,27,99032,200000,0,0,1
CL-00177,COW-00089,HERD-032,1,8,0,0,0,341,298,4,7,44580,163311,150055,44580,215963,147616,140612,0.953,99519,0,12.5,75,12.5,0,0,29.97,13.9,0.174,0.18,187.1,9895,17,34382,200000,0,0,1
CL-00178,COW-00089,HERD-052,2,9,0,0,0,349,302,8,10,198773,167460,154955,65693,225205,164028,111006,0.677,152216,0,0,88.9,11.1,0,0,46.57,34.45,0.152,0.145,237.8,8897,7,53136,200000,0,0,1
CL-00179,COW-00090,HERD-016,1,10,0,0,1,440,326,1,3,63113,84761,110885,32545,245704,79560,134911,1.696,235211,0,10,40,20,0,0,42.18,31.59,0.143,0.131,200.6,9678,12,109675,200000,0,0,1
CL-00180,COW-00090,HERD-082,5,10,0,0,1,492,381,5,7,39045,58352,84103,20975,254326,51916,126509,2.437,254326,0,30,30,10,0,0,45.69,38.02,0.127,0.128,254,7962,14,482597,200000,0,1,0
CL-00181,COW-00091,HERD-050,2,8,0,0,0,389,276,2,5,36198,48378,50950,33484,90097,45584,58256,1.278,33484,0,50,0,0,0,0,42.17,37.65,0.181,0.173,88.8,8329,9,114166,200000,0,0,1
CL-00182,COW-00091,HERD-049,4,11,0,0,0,397,307,5,8,541304,299386,463603,87006,1423167,309232,728737,2.357,163515,1,0,90.9,63.6,45.5,9.1,45.61,31.08,0.153,0.163,155.7,11683,11,99344,200000,0,0,1
CL-00183,COW-00092,HERD-029,1,9,0,0,1,421,272,12,2,189002,198689,236192,124135,432652,194704,359693,1.847,432652,1,0,100,44.4,11.1,0,35.27,19.6,0.112,0.124,216.7,11066,14,22881,200000,0,0,1
CL-00184,COW-00092,HERD-064,4,9,0,0,0,334,272,2,4,103527,186093,255254,103527,669546,325272,163099,0.501,169439,0,0,100,33.3,22.2,0,41.64,32.17,0.13,0.136,80,6610,13,42888,200000,0,0,1
CL-00185,COW-00093,HERD-062,5,11,0,0,1,379,385,8,11,1647206,463281,936005,280829,3515420,983092,1414130,1.438,3515420,1,0,100,100,54.5,27.3,46.08,30.56,0.221,0.198,312.5,12850,14,177936,200000,0,0,1
CL-00186,COW-00093,HERD-036,3,9,0,0,1,478,266,2,4,902573,495198,725855,331547,1937128,635932,903174,1.42,331547,1,0,100,100,77.8,11.1,36.21,28.73,0.176,0.169,188.5,9939,30,60577,200000,0,0,1
CL-00187,COW-00094,HERD-055,3,8,0,0,0,366,304,1,3,223596,183930,187384,73245,300552,227933,175051,0.768,151357,1,0,87.5,50,0,0,37.26,26.94,0.108,0.093,168,11374,4,203434,400000,0,0,1
CL-00188,COW-00094,HERD-055,1,9,0,0,0,362,336,10,12,56288,30065,38497,12427,79722,44465,44127,0.992,30065,0,66.7,0,0,0,0,35.03,27.44,0.108,0.093,168,11374,15,50993,200000,0,0,1
CL-00189,COW-00095,HERD-042,3,10,0,0,1,395,333,3,5,494479,463449,497209,223919,921636,333587,780159,2.339,804467,1,0,100,100,60,0,42.85,24.23,0.176,0.156,243.8,9700,8,59074,200000,0,0,1
CL-00190,COW-00095,HERD-070,2,10,0,0,0,413,321,6,8,350674,215621,242174,136798,350674,259179,171510,0.662,136798,1,0,100,70,0,0,47.09,32.98,0.175,0.193,194.9,10809,18,108986,200000,0,0,1
CL-00191,COW-00096,HERD-059,1,8,0,0,0,405,262,9,11,18868,20934,29917,10024,64803,29137,17777,0.61,15582,0,75,0,0,0,0,42.38,28.38,0.14,0.124,180.1,5461,7,25045,200000,0,0,1
CL-00192,COW-00096,HERD-036,1,12,0,0,0,417,262,8,10,149657,277416,282691,144799,490658,248920,256753,1.031,158137,1,0,100,75,16.7,0,37.76,25.79,0.176,0.169,188.5,9939,3,79860,400000,0,0,1
CL-00193,COW-00097,HERD-045,2,10,0,0,0,463,302,7,10,50749,49141,57758,21531,157972,49755,77565,1.559,21531,0,50,10,0,0,0,44.12,26.93,0.215,0.203,243.4,11936,13,34281,200000,0,0,1
CL-00194,COW-00097,HERD-036,3,11,0,0,0,415,323,1,3,91551,65569,68675,35263,107818,65563,84720,1.292,65569,0,18.2,9.1,0,0,0,36.45,16.69,0.176,0.169,188.5,9939,10,72709,200000,0,0,1
CL-00195,COW-00098,HERD-005,2,11,0,0,0,402,281,11,1,19512,27895,30756,12836,51180,23119,20978,0.907,21227,0,90.9,0,0,0,0,48.4,34.47,0.147,0.138,189.6,11475,18,64144,200000,0,0,1
CL-00196,COW-00098,HERD-068,1,11,0,0,0,373,349,4,7,67914,67914,88869,49844,272673,57339,81987,1.43,91576,0,9.1,9.1,9.1,0,0,37.38,17.73,0.211,0.193,140.3,10726,17,38765,200000,0,0,1
CL-00197,COW-00099,HERD-002,1,7,0,0,0,333,331,9,12,65027,33427,37249,20926,65027,39793,36355,0.914,41069,0,85.7,0,0,0,0,48.75,40.25,0.055,0.105,133.7,10327,6,47256,200000,0,0,1
CL-00198,COW-00099,HERD-051,4,10,0,0,1,476,313,6,9,131381,244038,309619,131381,557757,352105,267601,0.76,203267,1,0,100,80,20,0,42.19,31.59,0.112,0.117,238.8,6737,19,955370,200000,0,1,0
CL-00199,COW-00100,HERD-075,3,11,0,0,1,404,318,9,11,72677,96588,116316,52052,253784,73772,180555,2.447,253784,0,0,45.5,18.2,0,0,53.46,32.06,0.189,0.162,225.7,9937,15,64104,200000,0,0,1
CL-00200,COW-00100,HERD-077,5,9,0,0,0,408,358,11,2,27907,34918,50295,22464,104545,42036,36844,0.876,53149,0,55.6,11.1,0,0,0,44.66,21.83,0.248,0.197,80,11285,1,192197,400000,0,0,1
CL-00201,COW-00101,HERD-008,4,11,0,0,0,436,249,12,2,49140,77590,106685,41723,260206,70360,90572,1.287,155332,0,27.3,45.5,9.1,0,0,40.61,25.06,0.089,0.115,86,12354,8,141007,200000,0,0,1
CL-00202,COW-00101,HERD-039,1,10,0,0,0,458,289,2,4,74072,78834,80705,35043,136853,82432,100230,1.216,77102,0,20,20,0,0,0,34.34,23.39,0.178,0.194,310.9,10052,10,113462,200000,0,0,1
CL-00203,COW-00102,HERD-025,1,11,0,0,1,381,339,7,9,107661,107661,126438,59866,209217,138930,125348,0.902,209217,0,0,63.6,18.2,0,0,32.4,19.22,0.055,0.077,231.2,10871,17,108621,200000,0,0,1
CL-00204,COW-00102,HERD-035,1,7,0,0,0,393,332,3,6,38879,57783,57184,38321,86333,61903,58751,0.949,57783,0,42.9,0,0,0,0,48.42,32.12,0.074,0.07,164.6,9598,1,270589,400000,0,0,1
CL-00205,COW-00103,HERD-028,2,9,0,0,0,396,289,10,1,22964,39522,48002,22964,94580,49435,62952,1.273,94580,0,55.6,0,0,0,0,45.34,36.21,0.157,0.158,244.9,9576,20,43117,200000,0,0,1
CL-00206,COW-00103,HERD-007,4,9,0,0,0,387,391,6,9,153866,120210,139255,69785,242913,201511,90294,0.448,69785,0,0,66.7,22.2,0,0,41.48,22.18,0.089,0.107,226.2,10392,10,44800,200000,0,0,1
CL-00207,COW-00104,HERD-075,3,10,0,0,0,367,312,7,10,105778,102691,102694,62464,166845,78249,115303,1.474,78997,0,0,50,0,0,0,44.25,36.44,0.189,0.162,225.7,9937,6,43347,200000,0,0,1
CL-00208,COW-00104,HERD-080,2,9,0,0,0,352,270,12,3,142459,113139,118058,55038,186698,119058,123474,1.037,159524,0,0,66.7,0,0,0,42.44,25.68,0.168,0.167,327.3,5493,18,57556,200000,0,0,1
CL-00209,COW-00105,HERD-077,5,10,0,0,1,348,321,9,12,403113,672700,692952,191286,1494910,496944,625946,1.26,827751,1,0,100,90,80,20,26.92,6,0.248,0.197,80,11285,15,1318096,200000,0,1,0
CL-00210,COW-00105,HERD-052,1,8,0,0,0,339,275,8,11,21787,23933,28644,18469,48916,25752,38233,1.485,48916,0,100,0,0,0,0,34.25,28.49,0.152,0.145,237.8,8897,7,55510,200000,0,0,1
CL-00211,COW-00106,HERD-078,2,7,0,0,0,375,288,10,12,124054,157285,150315,78075,214473,123231,156013,1.266,136353,0,0,85.7,14.3,0,0,42.43,29.98,0.158,0.178,209.2,10363,12,115574,200000,0,0,1
CL-00212,COW-00106,HERD-039,3,11,0,0,0,481,384,8,11,27130,40471,41045,13473,77708,38071,35793,0.94,30376,0,81.8,0,0,0,0,52.66,37.9,0.178,0.194,310.9,10052,21,132653,200000,0,0,1
CL-00213,COW-00107,HERD-033,3,9,0,0,1,447,301,11,2,338143,396130,451825,185827,834601,520798,493629,0.948,413466,1,0,100,88.9,44.4,0,49.91,31.51,0.187,0.144,156.7,9366,4,1216298,400000,0,1,0
CL-00214,COW-00107,HERD-007,1,10,0,0,0,384,224,3,6,9776,20568,24934,9776,42491,19375,25641,1.323,42491,0,100,0,0,0,0,44.67,25.12,0.089,0.107,226.2,10392,7,52808,200000,0,0,1
CL-00215,COW-00108,HERD-061,4,10,0,0,0,383,331,12,2,161407,118672,114567,35970,179346,104123,126547,1.215,169183,0,10,60,0,0,0,57.69,42,0.206,0.169,222,7228,18,723554,200000,0,1,0
CL-00216,COW-00108,HERD-015,2,8,0,0,0,357,312,6,8,152371,117318,138184,83831,290729,119038,114341,0.961,83831,0,0,62.5,12.5,0,0,38.61,27.16,0.153,0.15,277,11810,12,24658,200000,0,0,1
CL-00217,COW-00109,HERD-047,4,12,0,0,0,401,334,6,9,60562,74930,73460,38114,109455,75534,90480,1.198,52723,0,8.3,16.7,0,0,0,48.62,34.95,0.188,0.192,300.5,6443,11,53951,200000,0,0,1
CL-00218,COW-00109,HERD-018,1,10,0,0,1,416,320,2,4,321830,165254,189392,90454,321830,200160,236342,1.181,271727,0,0,80,40,0,0,40.24,26.34,0.137,0.16,176.4,12385,9,68169,200000,0,0,1
CL-00219,COW-00110,HERD-079,2,10,0,0,0,346,333,11,2,45008,41696,65427,18752,161408,68871,65231,0.947,82292,0,60,20,0,0,0,37.6,19.23,0.139,0.152,236.2,11514,20,25769,200000,0,0,1
CL-00220,COW-00110,HERD-019,2,8,0,0,1,427,245,9,11,303836,432253,730211,228456,1816759,389447,999471,2.566,1816759,1,0,100,100,50,25,40.54,27.35,0.125,0.128,141.7,11572,10,405426,200000,0,1,0
CL-00221,COW-00111,HERD-044,2,12,0,0,0,357,238,12,2,53839,36686,39957,13452,64416,47589,36298,0.763,54890,0,66.7,0,0,0,0,42.92,39.67,0.087,0.113,162.6,10449,14,28774,200000,0,0,1
CL-00222,COW-00111,HERD-007,5,7,0,0,0,422,289,4,6,232423,153387,155520,78616,256991,154809,177952,1.149,157062,0,0,71.4,28.6,0,0,41.51,29.9,0.089,0.107,226.2,10392,6,43099,200000,0,0,1
CL-00223,COW-00112,HERD-021,3,9,0,0,1,531,325,4,6,285119,110262,195281,57824,473416,285361,205460,0.72,307375,0,0,66.7,44.4,11.1,0,31.5,24.22,0.133,0.137,199.8,8217,20,1537733,200000,1,1,0
CL-00224,COW-00112,HERD-016,3,10,1,1,1,462,269,6,9,209822,365097,451374,97086,1035887,183481,792551,4.32,,1,0,90,90,50,10,52.24,34.69,0.143,0.131,200.6,9678,8,1175085,200000,0,1,0
CL-00225,COW-00113,HERD-046,2,11,0,0,0,358,286,9,11,19999,55744,51972,19612,83963,54362,48960,0.901,50125,0,27.3,0,0,0,0,38.66,26.56,0.184,0.19,280.4,11653,19,59244,200000,0,0,1
